video_id,title,category_id,publish_time,views,likes,comment_count,region,language,publish_hour,like_ratio,comment_ratio,engagement_score,title_sentiment,viral
Z2-_EYDUFAk,Aaya Sher - Song Promo | The Paradise | Nani | Anirudh Ravichander | Srikanth Odela,10,2026-02-23 05:37:00+00:00,2423362,148177,1775,IN,id,5,0.06114521891487941,0.0007324535088030596,0.06187767242368247,0.0,1
BCQwSlYlEe8,Thaai Kizhavi - Official Trailer | Radikaa Sarathkumar | Sivakumar Murugesan | Nivas K Prasanna,1,2026-02-23 11:30:09+00:00,861683,28303,835,IN,et,11,0.032846185894348616,0.0009690338558379358,0.03381521975018655,0.0,1
db-fpyGiZLA,MICHAEL GOT KIDNAPPED BY TOMMY VERCETTI | GTA 5 GAMEPLAY #165,20,2026-02-21 03:30:24+00:00,10993607,904268,233152,IN,de,3,0.08225398633951532,0.021207962045577945,0.10346194838509326,0.0,1
BjB1MvWZn4s,Aura Of Ustaad - Lyric Video | Ustaad Bhagat Singh | Pawan Kalyan | Harish Shankar | Devi Sri Prasad,10,2026-02-22 13:56:49+00:00,10300484,149292,4130,IN,id,13,0.014493687869424388,0.00040095203293359806,0.014894639902357986,0.25,1
cXymbHU5i-U,Toxic Official Hindi Teaser | Rocking Star Yash | Geetu Mohandas | KVN | Monster Mind Creations,1,2026-02-20 04:05:00+00:00,19769127,466409,22694,IN,en,4,0.023592796990984984,0.0011479515509207868,0.02474074854190577,0.0,1
2P24-ufzkUw,"100,000 UC CRIMSON SKYBLADE M416 MAXING OUT | JONATHAN IS BACK!! | BGMI!",20,2026-02-23 22:48:02+00:00,1870908,180173,538,IN,en,22,0.09630243710540551,0.00028756090625514457,0.09658999801166065,0.0,1
0oDvbwPcaL8,#Video | ठुमका पर झुमका | #Raushan Rohi & #Srishti Bharti | Thumka Par Jhumka | #Maghi Superhit Song,10,2026-02-22 03:21:20+00:00,1028755,41881,3024,IN,sw,3,0.040710373218113154,0.0029394753852958187,0.043649848603408974,0.0,1
N3Z6QV6bGq8,#CULT Red Band Teaser - India's First Slasher | Vishwak Sen | Ravi Basrur | Sandeep Kakarala,10,2026-02-21 11:01:27+00:00,1668701,66335,1806,IN,en,11,0.03975247812520038,0.0010822789702888654,0.04083475709548925,0.125,1
uhrtVgLq1es,I Got ADOPTED By AVARITIA Family In Minecraft!,20,2026-02-23 11:33:14+00:00,776559,12086,624,IN,en,11,0.01556353091007895,0.0008035448690955871,0.01636707577917454,0.0,1
bYyQroV2B-M,HOLI BAAD AAKE | (होली बाद आके) (Song)- Khesari Lal Yadav | Raksha Gupta | Bhojpuri Holi Song 2026,10,2026-02-22 02:13:49+00:00,2541771,109706,9814,IN,id,2,0.04316124465972741,0.003861087407166106,0.04702233206689352,0.0,1
wY1V7rEAQ3o,"Subedaar - Official Trailer | Anil Kapoor, Radhikka Madan, Aditya Rawal, Mona Singh, Saurabh Shukla",24,2026-02-23 13:48:08+00:00,921603,15401,759,IN,id,13,0.016711100115776534,0.0008235650274575929,0.017534665143234127,0.0,1
sx3SFVYnMzs,I MADE INDIA'S BIGGEST GAMING ROOM 😍| GamerFleet,22,2026-02-22 06:30:35+00:00,3089579,241800,12076,IN,en,6,0.0782630902139094,0.003908623148979198,0.0821717133628886,0.0,1
f8KfAEktAkA,BALANTHARALA BAILELLU SONG 2026 | SINGER KOMALI | HANMANTH YADAV | PARSHURAM NAGAM | NAGALAXMI,10,2026-02-22 03:00:07+00:00,415362,17729,730,IN,de,3,0.042683249791747924,0.0017575030936869526,0.04444075288543487,0.0,0
oq4ngKNJg7w,JETHANI KI ARRANGE MARRIAGE DEVRANI KI LOVE MARRIAGE BHOJPURI OFFICIAL TRAILER | SMRITY SINHA,1,2026-02-21 02:30:48+00:00,1606603,9004,86,IN,en,2,0.00560437145953294,5.3529092127924574e-05,0.005657900551660865,0.5,1
EN58d013xWY,New Community Event: Unleash the Duke,20,2026-02-23 12:50:00+00:00,2540358,57706,2066,IN,en,12,0.022715695976708795,0.0008132712003583747,0.023528967177067168,0.13636363636363635,1
-n9FAqZ71uo,#Video - लहे लहे रंगब सलवरवा | #Pawan Singh | Ai Version New Bhojpuri Holi Song 2026,10,2026-02-23 01:00:01+00:00,255496,11661,721,IN,en,1,0.04564063625262235,0.002821961987663212,0.048462598240285565,0.13636363636363635,0
Etto7UB3Q5Q,Ishqa'n De Lekhe (Official Trailer) | Gurnam Bhullar | Isha Malviya | New Punjabi Movie 2026,10,2026-02-23 04:35:30+00:00,887747,12498,537,IN,en,4,0.014078335381589575,0.0006049020723246601,0.014683237453914234,0.13636363636363635,1
AsOeA8Trpfw,[Hindi] BGIS 2026 | ROUND 4 | Day 4,20,2026-02-22 14:35:41+00:00,1828922,50371,179,IN,so,14,0.0275413604298051,9.787186112912416e-05,0.02763923229093422,-0.2,1
BZVZWtkyUWI,#Video | #नीलकमल सिंह | धरS कमर राजा जी | #Neelkamal Singh | Shrishti Uttrakhandi | Bhojpuri Song,10,2026-02-21 01:00:27+00:00,171350,231,3,IN,id,1,0.0013481178873650424,1.7508024511234316e-05,0.0013656259118762766,0.0,0
LgcEnD1GdPI,Vijay Thalapathy LEO MASTER New Movie Hindi Dubbed | South Movie | action trailer movie #trending ,22,2026-02-23 23:00:36+00:00,118391,0,20,IN,en,23,0.0,0.00016893176001554172,0.00016893176001554172,0.11818181818181818,0
YJNX_2Y7c4Q,Poppy Playtime Chapter 5 (Full Gameplay),20,2026-02-23 14:46:32+00:00,568323,34697,2925,IN,en,14,0.06105154991087815,0.005146721142730454,0.06619827105360859,0.35,0
v4GFI0DpuME,#Video - बैगनवा रे | #Aashish Yadav का एक और बबाल होली सांग | Baiganwa Re | #Magahi Holi Song 2026,10,2026-02-23 01:15:07+00:00,280127,11973,674,IN,tl,1,0.04274132804049592,0.0024060515409082307,0.04514737958140415,0.0,0
yX-D-UD5OcQ,Yadav Ji Ki Love Story Trailer| Yadav ji Ki Love Story Controversy| Yadav Ji Ki Love Story Movie ,22,2026-02-21 09:38:17+00:00,323724,2858,743,IN,en,9,0.008828508235410412,0.0022951650171133433,0.011123673252523754,0.5,0
KTaODa8vDyk,We Secretly Hide Inside Mennu's One Block in Minecraft..,20,2026-02-22 11:51:29+00:00,832502,11140,394,IN,en,11,0.013381349233995834,0.0004732721362831561,0.01385462137027899,-0.4,1
vTUXy4cuIC4,Teri Yaadon Ki Chadar Odhe Official Video Dil Ne Tera Naam Liya #bollywood #hindisong #2026,10,2026-02-21 18:15:06+00:00,284132,1126,13,IN,en,18,0.003962946799374939,4.5753382230794136e-05,0.004008700181605733,0.0,0
OkQNl-gu834,Toxic Yash Teaser REVIEW | Deeksha Sharma,24,2026-02-20 08:47:45+00:00,867845,38667,2751,IN,en,8,0.04455519130720347,0.003169920896012537,0.047725112203216014,0.0,1
q5n0pMxDJBk,Weltify Pro Clash Season 2 | Semi Finals Day 1 | #godlike #gdr #rntx #orangutan  #8bit #getweltified,20,2026-02-23 18:03:57+00:00,344194,9971,2,IN,en,18,0.02896912787555855,5.810676537069211e-06,0.02897493855209562,0.0,0
-mGxF_kuEX0,1 Hour Nonstop मेरे तन में भी राम मेरे मन में भी राम | Ram Naam Jap | Powerful Ram Bhajan,22,2026-02-23 10:30:00+00:00,89670,568,31,IN,hi,10,0.006334337013493922,0.00034571205531392887,0.006680049068807851,0.3,0
lCf6M5lFv6w,KillR Teaser | Killer Teaser | Jyoti Poorvaj | Poorvaaj | Think Cinema | Telugu Movie 2026,24,2026-02-22 13:22:59+00:00,479577,89249,257,IN,et,13,0.186099416777702,0.0005358889187763383,0.18663530569647835,0.0,0
kPHaPtRzjYc,🔴[Live Free Fire New Rank Season Rank Push Live !!,20,2026-02-23 16:39:18+00:00,1095507,14190,21,IN,en,16,0.01295290673633304,1.9169206586539385e-05,0.01297207594291958,-0.17011363636363638,1
mV3_KiEj6Qg,#VIDEO - जमिन 52 बिघा कर देबौ | #Aashish Yadav. #Srishti Bharti - Garmi Movie - Balu Ke Thika Song,10,2026-02-21 22:37:33+00:00,360365,8484,70,IN,et,22,0.023542796886490087,0.00019424749906344957,0.023737044385553536,0.0,0
4BBEKu33BwU,Australian Couple React To TOXIC Teaser Trailer (Kannada),24,2026-02-22 11:00:09+00:00,91149,4664,139,IN,en,11,0.0511689651010982,0.001524975589419522,0.05269394069051772,0.0,0
KYjVQXC_n5k,❤️‍🔥💥கிராமத்து இனிமையான தேனிசை காதல் பாடல்கள்🎶 | Bus simulator gameplay 🎮,22,2026-02-24 00:30:15+00:00,64629,265,1,IN,ta,0,0.004100326478825295,1.5472930108774698e-05,0.00411579940893407,0.0,0
HsVsRBEfYBQ,"मगंलवार के दिन जरूर अपने घर में ये सुंदरकांड चलाकर रख देना कर्ज ,बीमारी खत्म और धन वर्षा शुरू",10,2026-02-23 23:00:31+00:00,43448,602,48,IN,hi,23,0.013855643527895416,0.0011047689191677407,0.014960412447063157,0.0,0
i6w7O1kwuBk,House of the Dragon Season 3 | Official Teaser | HBO Max,24,2026-02-19 16:00:06+00:00,4078181,129155,7215,IN,en,16,0.03166975668809207,0.0017691711083936685,0.03343892779648574,0.0,1
mQTV4XNp-Sg,घाघरी उठा के नाच नागिन जैसन गे #viral #trending#mahgi#song #Roshan Rohi.........,22,2026-02-23 04:54:40+00:00,67344,441,12,IN,tl,4,0.006548467569493941,0.0001781895937277263,0.0067266571632216676,0.0,0
f3qgXBF8Sik,"Tu Naachan Aala Se (Full Song) | Rahul PuthI | Ravi Bankner, Pahal Jagsi | New Haryanvi Song 2026",10,2026-02-22 09:44:32+00:00,157699,10935,1577,IN,id,9,0.06934095967634545,0.010000063411943006,0.07934102308828844,0.24318181818181817,0
o4n6x8hKLhM,Toxic Teaser Review | Yogi Bolta Hai,24,2026-02-20 06:48:27+00:00,736098,32998,1275,IN,en,6,0.04482827014881171,0.0017321063227994098,0.04656037647161112,0.0,1
zZ4G8VOL8Uw,FRANKLIN house UPGRADE in POLICE STATION HOUSE😱 in Indian bikes driving 3D || Funntyaa ,20,2026-02-23 08:56:37+00:00,150348,2422,101,IN,af,8,0.016109293106659216,0.0006717748157607684,0.016781067922419984,0.0,0
HNXdOWi82rc,మంగళవారం రోజు ఈ పాటలను వింటే ఎటువంటి సమస్యలు ఉన్న దూరం అవుతాయి - SRI HANUMAN MANASASMARAMI - BHAKTHI,10,2026-02-23 23:00:16+00:00,62965,416,12,IN,te,23,0.006606845072659414,0.00019058206940363693,0.0067974271420630505,0.0,0
Xqa1MTZvaBA,Toxic Movie Teaser Review In Kannada by Amar Prasad | Rocking Star Yash | Masth Magaa,24,2026-02-20 08:00:47+00:00,230008,8907,434,IN,en,8,0.03872474000904316,0.0018868908907516261,0.04061163089979479,0.0,0
G0TxkXu9660,I FOUND ₹20000000 ID in FREE FIRE 😮 Desi Gamers Vs Lokesh Gamer Vs HACKER 💀 Collection Versus,20,2026-02-22 06:27:05+00:00,617154,53999,1946,IN,en,6,0.08749679982629943,0.0031531838082553137,0.09064998363455475,0.4,0
i1-Y0DdRNds,#Video- गूगल बता दो खुश रहने की दबाई | Google Bata Do Khush Rehne Ki Dawai  | New Hindi Sad Song,10,2026-02-23 03:00:49+00:00,105472,986,23,IN,sw,3,0.009348452669902913,0.00021806735436893205,0.009566520024271845,-0.18181818181818182,0
Ro4xvpksYeE,VADAM Official Trailer | Vimal | Natty | D Imman | Sanashka Sri | Kenthiran V,22,2026-02-21 11:30:22+00:00,364089,5014,267,IN,en,11,0.013771358102002532,0.0007333371785470036,0.014504695280549536,0.0,0
SZKF40eny4E,Franklin SURVIVING The Hottest DAY Ever in GTA 5 !,20,2026-02-23 07:35:03+00:00,242915,6619,439,IN,de,7,0.027248214395982132,0.0018072165160652903,0.029055430912047424,0.0,0
j09Ss9RN2EE,श्री हनुमान चालीसा 🌺🙏| Shree Hanuman Chalisa Original Video |🙏🌺| GULSHAN KUMAR | HARIHARAN |Full HD,22,2026-02-22 10:30:34+00:00,31365,119,8,IN,en,10,0.003794037940379404,0.0002550613741431532,0.004049099314522557,0.3625,0
Y1gysPtpvac,Toxic Official Teaser | Rocking Star Yash | Geetu Mohandas | REACTION!!,23,2026-02-21 03:00:47+00:00,212539,10123,395,IN,en,3,0.04762890575376754,0.0018584824432221851,0.04948738819698973,0.0,0
WtDbzdhTpnU,😂Franklin Celebrate Holi With Shinchan in Indian Bike Driving 3D,20,2026-02-22 01:40:01+00:00,474312,5372,31,IN,en,1,0.011325878324815733,6.535782354230971e-05,0.011391236148358044,0.0,0
eaaDkIB1Q7Q,#Video || नाच नागिन जैसान || #Raushan Rohi #Khushi kakar || Nach Naging Jaishan ge || Trending Song,10,2026-02-21 02:34:39+00:00,259739,2465,44,IN,id,2,0.009490296027935736,0.00016940082159398474,0.00965969684952972,0.0,0
naIGxzJ-zXU,Toxic Official Teaser Reaction | The S2 Life,24,2026-02-22 05:30:25+00:00,81214,5253,454,IN,en,5,0.06468096633585342,0.005590169182653237,0.07027113551850667,0.0,0
yjfg9fzTo_8,T.I. - The Right One (Official Audio),23,2026-02-23 22:17:00+00:00,317370,27096,6985,US,en,22,0.0853766896682106,0.0220090115637899,0.1073857012320005,0.2857142857142857,0
zPHLojHUCvk,ENA: Dating Oblivion - Teaser Trailer,24,2026-02-23 22:13:09+00:00,354163,89439,4928,US,en,22,0.2525362615518843,0.013914496997145382,0.26645075854902966,0.0,0
m8iJCE-o29A,Bernard Picks My Operator in Rainbow Six Siege,20,2026-02-24 01:23:21+00:00,316896,12008,712,US,de,1,0.037892557810764414,0.0022467939008381298,0.040139351711602544,0.0,0
8sAVQWKgMjg,Baby Keem - Birds & the Bees (Official Video),10,2026-02-23 20:15:01+00:00,381910,48359,3231,US,en,20,0.1266240737346495,0.008460108402503207,0.13508418213715273,0.0,0
_Q-i5CA0ogM,"Character Trailer - ""Varka: The Code of Chivalry"" | Genshin Impact #GenshinImpact #Varka",20,2026-02-24 04:00:27+00:00,197902,43823,3267,US,en,4,0.22143788339683276,0.01650817071075583,0.2379460541075886,0.0,0
RXFy3z5AUuo,The Dumbest Game We've Ever Played,20,2026-02-23 22:28:00+00:00,711696,35775,1189,US,en,22,0.0502672489377487,0.0016706571345068682,0.05193790607225557,-0.4,0
KEBbwRTf8mw,YoungBoy Never Broke Again - Another Episode [Official Video],10,2026-02-23 02:00:25+00:00,544013,55498,5082,US,en,2,0.1020159444719152,0.00934168852582567,0.11135763299774086,0.0,0
4g8OciWNJn4,"Scream 7 | Final Trailer (2026 Movie) – Neve Campbell, Courteney Cox",1,2026-02-23 14:00:03+00:00,869700,7597,965,US,en,14,0.008735196044613085,0.0011095780154076118,0.009844774060020697,0.0,1
wsTZxwEVHkE,This Might Be The Scariest Demo Ever…,20,2026-02-23 23:01:12+00:00,234509,9242,572,US,en,23,0.03941000132191089,0.002439138796378817,0.041849140118289704,0.0,0
1Lmy7qwmSMc,IVE 아이브 'BLACKHOLE' MV,10,2026-02-23 09:00:12+00:00,4122218,217981,14602,US,ko,9,0.052879542032954106,0.0035422677791421995,0.0564218098120963,0.0,1
czuNF3JO9fk,"The Mummy Returns - Official 25th Anniversary Trailer (2026) Brendan Fraser, Rachel Weisz",24,2026-02-24 00:00:43+00:00,57393,1621,170,US,en,0,0.028243862491941527,0.002962033697489241,0.031205896189430767,0.0,0
EN58d013xWY,New Community Event: Unleash the Duke,20,2026-02-23 12:50:00+00:00,2540358,57706,2066,US,en,12,0.022715695976708795,0.0008132712003583747,0.023528967177067168,0.13636363636363635,1
IOyAqILX858,El Mencho Estilo Chalino Sanchez,10,2026-02-22 23:34:20+00:00,101334,3069,132,US,es,23,0.03028598496062526,0.001302623009059151,0.03158860796968441,0.0,0
SArhNp6p4jM,AVENGERS DOOMSDAY TRAILER & Post Credit Deleted Scene Breakdown,24,2026-02-22 23:19:26+00:00,352245,8064,643,US,en,23,0.022893156751692713,0.0018254340019020852,0.0247185907535948,0.0,0
p7XwXHTIPcA,Trading a NOOBINI to a DRAGON in 1 Hour in Steal a Brainrot..,20,2026-02-23 18:40:23+00:00,557897,9671,1401,US,en,18,0.01733474100057896,0.0025112162280851126,0.01984595722866407,0.0,0
4uSp_1NH8Xo,Al Final del Día,10,2026-02-23 13:07:58+00:00,127142,942,0,US,es,13,0.007409038712620534,0.0,0.007409038712620534,0.0,0
lDUD3omAlHA,[Official Trailer] Girl Rules กฎหลัก...ห้ามรักเธอ,24,2026-02-23 09:01:06+00:00,509580,58268,3353,US,th,9,0.11434514698379057,0.006579928568625142,0.12092507555241572,0.0,0
6GYZvR3jDak,Testing FAKE Survive Lava For Brainrots Games!,20,2026-02-23 23:50:32+00:00,181954,6428,1212,US,en,23,0.03532761027512448,0.006661024214911461,0.041988634490035946,-0.625,0
Z2-_EYDUFAk,Aaya Sher - Song Promo | The Paradise | Nani | Anirudh Ravichander | Srikanth Odela,10,2026-02-23 05:37:00+00:00,2423362,148177,1775,US,en,5,0.06114521891487941,0.0007324535088030596,0.06187767242368247,0.0,1
C7VFe2YNFm8,DC Next Level - Trailer,24,2026-02-23 18:00:12+00:00,174662,10251,484,US,en,18,0.05869049936448684,0.0027710664025374725,0.06146156576702431,0.0,0
Pyhc9bO_cfw,12000+ Knocks (Stella Montis PvP),20,2026-02-24 04:50:17+00:00,263032,1908,8,US,sv,4,0.007253870251528331,3.0414550320873507e-05,0.0072842848018492045,0.0,0
lEKezbS5KKM,Victor Valverde ft JR Torres - El Mayor de Los Ranas [Letras/Lyrics],22,2026-02-18 19:00:06+00:00,198296,283,2,US,es,19,0.0014271593980715697,1.0085932141848549e-05,0.0014372453302134184,0.0,0
FGKuQa6ulEQ,Marshals | Trailer 2 | Watch on CBS - Stream on Paramount+,24,2026-02-23 19:37:21+00:00,31359,420,42,US,en,19,0.01339328422462451,0.001339328422462451,0.014732612647086961,0.0,0
i4sWgov4sWU,Disarming A Bomb With Jynxzi Is IMPOSSIBLE.,20,2026-02-22 18:21:21+00:00,768823,24263,1502,US,en,18,0.03155862922935448,0.001953635622243351,0.033512264851597834,-0.6666666666666666,1
rxr4aJyR7d4,Rocío Dúrcal - Como Tu Mujer (Letra),22,2026-02-21 16:15:06+00:00,192879,351,6,US,es,16,0.0018197937567075732,3.110758558474484e-05,0.001850901342292318,0.0,0
BCQwSlYlEe8,Thaai Kizhavi - Official Trailer | Radikaa Sarathkumar | Sivakumar Murugesan | Nivas K Prasanna,1,2026-02-23 11:30:09+00:00,861683,28303,835,US,et,11,0.032846185894348616,0.0009690338558379358,0.03381521975018655,0.0,1
eZLhOnt2m7k,"""That Isn't Me, Bro""",20,2026-02-23 14:12:24+00:00,608567,37256,2975,US,en,14,0.061219224834734715,0.004888533226415497,0.06610775806115021,0.0,0
Ju2yXGy_YIY,"Don Omar, Lucenzo - Danza Kuduro (Letra/Lyrics)",10,2026-02-20 13:39:37+00:00,970081,2089,7,US,it,13,0.002153428425049042,7.215892281160027e-06,0.0021606443173302022,0.0,1
CJ0pnRhIN5M,THE NEXT CHAPTER | WWE 2K26 Official Island Trailer | 2K,20,2026-02-23 15:00:19+00:00,53182,2405,408,US,en,15,0.04522206761686285,0.007671768643526005,0.052893836260388856,0.0,0
-UmAXOPIAi4,I Built a Secret Room to Hide From My BABYSITTER!,24,2026-02-23 15:00:00+00:00,340972,4735,1007,US,en,15,0.013886770761235527,0.002953321680372582,0.01684009244160811,-0.5,0
3CmkXLZqaIQ,Carla Morrison - Disfruto (Letra / Lyrics),10,2026-02-16 18:00:06+00:00,331534,1094,14,US,it,18,0.003299812387266464,4.2227946454963895e-05,0.003342040333721428,0.0,0
wY1V7rEAQ3o,"Subedaar - Official Trailer | Anil Kapoor, Radhikka Madan, Aditya Rawal, Mona Singh, Saurabh Shukla",24,2026-02-23 13:48:08+00:00,921603,15401,759,US,id,13,0.016711100115776534,0.0008235650274575929,0.017534665143234127,0.0,1
xPaKRV76Tlc,Shrouded Sky Update | ARC Raiders,20,2026-02-23 17:01:23+00:00,355726,16909,1434,US,en,17,0.04753377599613185,0.004031192547072747,0.0515649685432046,0.0,0
QWFIz75ad6I,NCT JNJM 엔시티 제노재민 'BOTH SIDES' MV,10,2026-02-23 09:00:09+00:00,1120429,150852,8543,US,ko,9,0.1346377146610807,0.007624758016795352,0.14226247267787606,0.0,1
H4-rMC88ylQ,A GREAT AWAKENING | Official Trailer,24,2026-02-23 16:00:23+00:00,42877,465,23,US,en,16,0.0108449751615085,0.0005364181262681625,0.011381393287776664,0.8,0
iDZl0qqw19I,Trolling My GIRLFRIEND in Roblox Knockout..,20,2026-02-23 23:52:59+00:00,122393,2414,239,US,en,23,0.019723350191595924,0.0019527260545946256,0.02167607624619055,0.0,0
e7CY8XDQN7g,sombr - back to friends (Lyrics),10,2026-02-19 15:10:23+00:00,605085,1240,14,US,en,15,0.0020492988588380143,2.3137245180429194e-05,0.0020724361040184436,0.0,0
cFYHCAEvZr8,"SHE DANCES Trailer (2026) Ethan Hawke, Steve Zahn",24,2026-02-23 16:01:00+00:00,52744,639,35,US,de,16,0.012115122099196117,0.0006635825875929015,0.012778704686789018,0.0,0
BkatAA06nrw,The Arc Raider’s Asylum,20,2026-02-23 17:20:01+00:00,176485,4904,303,US,en,17,0.02778706405643539,0.0017168597897838343,0.029503923846219225,0.0,0
i6QaYhTXwpU,*NSYNC - Bye Bye Bye // Lyrics / Sub. Español,22,2026-02-16 22:00:48+00:00,796193,3838,25,US,es,22,0.004820439265354004,3.1399421999439837e-05,0.004851838687353443,0.0,1
Wr2daKr6tpY,Trolling My Friends With New Divine Slap In Steal a Brainrot..,20,2026-02-24 00:06:10+00:00,98919,2221,330,US,en,0,0.02245271383657336,0.0033360628392927545,0.025788776675866112,0.13636363636363635,0
7wM5mT2Dk0k,"Tarvin Toune, Dj Dirty Fingerz & Saii Kay - SOLO (Audio)",10,2026-02-13 01:30:06+00:00,47638,1451,125,US,en,1,0.03045887736680801,0.002623955665645073,0.03308283303245308,-0.6,0
RIZ_myi3NJQ,Unstoppable,24,2026-02-10 01:10:53+00:00,0,0,0,US,fr,1,0.0,0.0,0.0,0.0,0
kWRFcDZ_9d0,BABYLOCC x PRESSURE 9X19 - DOBLE PRESIÓN (Video Oficial) shot by @ChinolaFilms #spanishdrill ,10,2026-02-24 03:00:06+00:00,19215,4666,566,US,en,3,0.24283112151964611,0.029456154046317982,0.2722872755659641,0.0,0
aqwL4lgk8Hw,I saved LILY LOVEBRAIDS in ENDING for CHAPTER 6! | Poppy Playtime [Chapter 5 Good Ending] Showcase,20,2026-02-24 02:21:09+00:00,311281,8317,835,US,en,2,0.026718624008532484,0.0026824637546139984,0.029401087763146483,0.7,0
uHXFmtSf_pI,How Now,10,2026-02-12 10:01:51+00:00,43805,1490,0,US,pl,10,0.03401438191987216,0.0,0.03401438191987216,0.0,0
jgRk_g-JML4,I Used A Random Number Generator To Create NBA Goats,20,2026-02-23 22:29:17+00:00,70259,3696,185,US,en,22,0.05260536016738069,0.002633114618767702,0.05523847478614839,-0.5,0
QSFyZMmeoFo,YN Jay - No English / Fox BD Next [Official Video],10,2026-02-23 23:00:06+00:00,15685,1756,94,US,en,23,0.11195409627032196,0.005992986930188078,0.11794708320051005,0.0,0
1Dt7zqBHwgY,IT'S BEEN YEARS AND BRO STILL TWEAKING | Poppy Playtime: Chapter 5,20,2026-02-22 16:08:18+00:00,510660,28420,1799,US,en,16,0.05565346806094074,0.003522891943759057,0.0591763600046998,0.0,0
zvpxh5lEFyM,VonOff1700 - SYBAU (Official Audio),10,2026-02-24 05:00:00+00:00,4088,543,58,US,it,5,0.13282778864970646,0.014187866927592954,0.14701565557729943,0.0,0
ifQ0fqj0yjw,Dani Mocanu - Info de la Napoli | Official Video,10,2026-02-23 17:00:06+00:00,355160,39894,2235,GB,it,17,0.11232683860795134,0.006292938393963284,0.11861977700191463,0.0,0
4g8OciWNJn4,"Scream 7 | Final Trailer (2026 Movie) – Neve Campbell, Courteney Cox",1,2026-02-23 14:00:03+00:00,869700,7597,965,GB,en,14,0.008735196044613085,0.0011095780154076118,0.009844774060020697,0.0,1
tnKx_Tjv0GU,BOV BOYS PLAY MINECRAFT (EPISODE 6),22,2026-02-23 18:01:00+00:00,114502,4396,283,GB,de,18,0.0383923424918342,0.00247157254895111,0.04086391504078531,0.0,0
8sAVQWKgMjg,Baby Keem - Birds & the Bees (Official Video),10,2026-02-23 20:15:01+00:00,381910,48359,3230,GB,en,20,0.1266240737346495,0.008457489984551335,0.13508156371920085,0.0,0
czuNF3JO9fk,"The Mummy Returns - Official 25th Anniversary Trailer (2026) Brendan Fraser, Rachel Weisz",24,2026-02-24 00:00:43+00:00,57393,1621,170,GB,en,0,0.028243862491941527,0.002962033697489241,0.031205896189430767,0.0,0
p7XwXHTIPcA,Trading a NOOBINI to a DRAGON in 1 Hour in Steal a Brainrot..,20,2026-02-23 18:40:23+00:00,557897,9671,1401,GB,en,18,0.01733474100057896,0.0025112162280851126,0.01984595722866407,0.0,0
1Lmy7qwmSMc,IVE 아이브 'BLACKHOLE' MV,10,2026-02-23 09:00:12+00:00,4122218,217981,14602,GB,ko,9,0.052879542032954106,0.0035422677791421995,0.0564218098120963,0.0,1
zPHLojHUCvk,ENA: Dating Oblivion - Teaser Trailer,24,2026-02-23 22:13:09+00:00,354163,89439,4928,GB,en,22,0.2525362615518843,0.013914496997145382,0.26645075854902966,0.0,0
EN58d013xWY,New Community Event: Unleash the Duke,20,2026-02-23 12:50:00+00:00,2540358,57706,2066,GB,en,12,0.022715695976708795,0.0008132712003583747,0.023528967177067168,0.13636363636363635,1
Z2-_EYDUFAk,Aaya Sher - Song Promo | The Paradise | Nani | Anirudh Ravichander | Srikanth Odela,10,2026-02-23 05:37:00+00:00,2423362,148177,1775,GB,en,5,0.06114521891487941,0.0007324535088030596,0.06187767242368247,0.0,1
_Q-i5CA0ogM,"Character Trailer - ""Varka: The Code of Chivalry"" | Genshin Impact #GenshinImpact #Varka",20,2026-02-24 04:00:27+00:00,197902,43823,3267,GB,en,4,0.22143788339683276,0.01650817071075583,0.2379460541075886,0.0,0
RXFy3z5AUuo,The Dumbest Game We've Ever Played,20,2026-02-23 22:28:00+00:00,711696,35775,1189,GB,en,22,0.0502672489377487,0.0016706571345068682,0.05193790607225557,-0.4,0
eWLSziGULZ8,M.L.A-K RESPED NA? || Avers Pereira || New Konkani Song 2026,10,2026-02-23 10:09:45+00:00,21524,1338,143,GB,id,10,0.06216316669763984,0.006643746515517562,0.0688069132131574,0.13636363636363635,0
BCQwSlYlEe8,Thaai Kizhavi - Official Trailer | Radikaa Sarathkumar | Sivakumar Murugesan | Nivas K Prasanna,1,2026-02-23 11:30:09+00:00,861683,28302,835,GB,id,11,0.032845025374760785,0.0009690338558379358,0.03381405923059872,0.0,1
-UmAXOPIAi4,I Built a Secret Room to Hide From My BABYSITTER!,24,2026-02-23 15:00:00+00:00,340972,4735,1007,GB,en,15,0.013886770761235527,0.002953321680372582,0.01684009244160811,-0.5,0
yjfg9fzTo_8,T.I. - The Right One (Official Audio),23,2026-02-23 22:17:00+00:00,317370,27096,6985,GB,en,22,0.0853766896682106,0.0220090115637899,0.1073857012320005,0.2857142857142857,0
lDUD3omAlHA,[Official Trailer] Girl Rules กฎหลัก...ห้ามรักเธอ,24,2026-02-23 09:01:06+00:00,509580,58268,3353,GB,th,9,0.11434514698379057,0.006579928568625142,0.12092507555241572,0.0,0
FeoHB9O2Rp4,Monday 2/23,24,2026-02-24 02:23:26+00:00,243444,4039,77,GB,tl,2,0.016591084602619082,0.0003162945071556498,0.01690737910977473,0.0,0
Ju2yXGy_YIY,"Don Omar, Lucenzo - Danza Kuduro (Letra/Lyrics)",10,2026-02-20 13:39:37+00:00,970081,2089,7,GB,it,13,0.002153428425049042,7.215892281160027e-06,0.0021606443173302022,0.0,1
